Date,Actual_Close,Pred_LSTM,Pred_XGBoost,Pred_Hybrid,Error_LSTM,Error_XGBoost,Error_Hybrid
2023-10-04,4067.29443359375,3872.3257,4134.1704,4133.008,194.96875,-66.8759765625,-65.71337890625
2023-10-05,4067.29443359375,3870.669,4134.605,4147.515,196.62548828125,-67.310546875,-80.220703125
2023-10-06,4027.996826171875,3858.7434,4128.6523,4134.8022,169.25341796875,-100.655517578125,-106.805419921875
2023-10-09,4067.29443359375,3847.768,4112.873,4105.011,219.5263671875,-45.57861328125,-37.716796875
2023-10-10,4126.24072265625,3832.0059,4108.4287,4104.7163,294.23486328125,17.81201171875,21.5244140625
2023-10-11,4165.5380859375,3824.5566,4103.0044,4110.719,340.9814453125,62.53369140625,54.81884765625
2023-10-12,4145.88916015625,3831.5786,4152.1235,4150.1304,314.310546875,-6.234375,-4.2412109375
2023-10-13,4126.24072265625,3853.347,4140.6255,4148.879,272.893798828125,-14.384765625,-22.63818359375
2023-10-16,4047.645263671875,3868.4272,4142.488,4142.5923,179.218017578125,-94.842529296875,-94.947021484375
2023-10-17,4047.645263671875,3877.6921,4102.944,4103.5625,169.953125,-55.298583984375,-55.917236328125
2023-10-18,3929.7529296875,3867.268,4111.458,4101.467,62.48486328125,-181.705078125,-171.7138671875
2023-10-19,3969.051025390625,3852.6501,4053.1025,4067.8835,116.40087890625,-84.051513671875,-98.83251953125
2023-10-20,3929.7529296875,3820.2905,4060.241,4079.0305,109.46240234375,-130.488037109375,-149.277587890625
2023-10-23,4008.347900390625,3797.0186,4041.385,4072.166,211.329345703125,-33.037109375,-63.818115234375
2023-10-24,4067.29443359375,3776.8274,4068.2117,4089.1926,290.467041015625,-0.917236328125,-21.898193359375
2023-10-25,3866.87646484375,3773.3435,4078.6738,4114.2646,93.532958984375,-211.79736328125,-247.38818359375
2023-10-26,3929.7529296875,3789.7603,4020.672,4062.861,139.99267578125,-90.919189453125,-133.108154296875
2023-10-27,3929.7529296875,3777.1487,4066.3376,4090.1633,152.604248046875,-136.584716796875,-160.410400390625
2023-10-30,3898.314697265625,3775.6516,4052.262,4091.787,122.6630859375,-153.947265625,-193.472412109375
2023-10-31,3796.141357421875,3777.319,4056.3967,4083.3035,18.822265625,-260.25537109375,-287.162109375
2023-11-01,3929.7529296875,3774.475,3952.223,3989.8105,155.27783203125,-22.469970703125,-60.0576171875
2023-11-02,4008.347900390625,3752.7646,3989.8167,4065.5063,255.583251953125,18.53125,-57.158447265625
2023-11-03,4086.94287109375,3754.8027,4049.028,4079.9211,332.14013671875,37.914794921875,7.021728515625
2023-11-06,4126.24072265625,3770.9404,4019.1042,4065.0442,355.30029296875,107.136474609375,61.196533203125
2023-11-07,4106.59130859375,3799.9019,4048.8145,4110.614,306.689453125,57.77685546875,-4.0224609375
2023-11-08,4086.94287109375,3832.2192,4068.077,4091.6882,254.7236328125,18.865966796875,-4.745361328125
2023-11-09,3988.699462890625,3854.9631,4089.9348,4123.016,133.736328125,-101.2353515625,-134.316650390625
2023-11-10,3949.4013671875,3868.7178,4038.957,4086.3037,80.68359375,-89.5556640625,-136.90234375
2023-11-13,3988.699462890625,3860.0068,4019.4963,4072.5383,128.692626953125,-30.796875,-83.8388671875
2023-11-14,4126.24072265625,3842.6018,4034.2556,4088.9397,283.638916015625,91.985107421875,37.301025390625
2023-11-15,4126.24072265625,3833.5308,4087.3376,4142.481,292.7099609375,38.903076171875,-16.240234375
2023-11-16,4106.59130859375,3847.7039,4075.1284,4134.568,258.887451171875,31.462890625,-27.9765625
2023-11-17,4126.24072265625,3863.4658,4056.9583,4092.8762,262.77490234375,69.282470703125,33.364501953125
2023-11-20,4086.94287109375,3874.1365,4112.0566,4134.661,212.806396484375,-25.11376953125,-47.71826171875
2023-11-21,4145.88916015625,3882.914,4119.926,4147.495,262.97509765625,25.96337890625,-1.60595703125
2023-11-22,4204.83544921875,3885.6692,4136.0913,4147.179,319.166259765625,68.744140625,57.65625
2023-11-23,4244.1328125,3890.6611,4197.0903,4177.6133,353.4716796875,47.04248046875,66.51953125
2023-11-24,4204.83544921875,3909.3682,4235.361,4222.6675,295.46728515625,-30.525390625,-17.83203125
2023-11-27,4204.83544921875,3934.1003,4202.282,4224.539,270.735107421875,2.55322265625,-19.70361328125
2023-11-28,4165.5380859375,3949.3044,4229.8745,4245.1724,216.233642578125,-64.33642578125,-79.63427734375
2023-11-29,4145.88916015625,3959.3977,4176.9775,4210.5415,186.491455078125,-31.08837890625,-64.65234375
2023-11-30,4204.83544921875,3961.3494,4172.452,4205.82,243.486083984375,32.38330078125,-0.984375
2023-12-01,4322.728515625,3959.53,4172.898,4216.447,363.198486328125,149.83056640625,106.28173828125
2023-12-04,4283.4306640625,3961.1758,4362.5244,4371.433,322.2548828125,-79.09375,-88.00244140625
2023-12-05,4263.7822265625,3981.9807,4319.617,4322.062,281.801513671875,-55.8349609375,-58.27978515625
2023-12-06,4303.0791015625,3993.93,4296.683,4302.0566,309.149169921875,6.39599609375,1.0224609375
2023-12-07,4224.484375,4001.4473,4297.663,4302.832,223.037109375,-73.1787109375,-78.34765625
2023-12-08,4165.5380859375,4009.3367,4259.5347,4266.8647,156.201416015625,-93.99658203125,-101.32666015625
2023-12-11,4185.1865234375,4005.4185,4199.1377,4215.48,179.76806640625,-13.951171875,-30.29345703125
2023-12-12,4165.5380859375,3991.675,4230.969,4247.934,173.863037109375,-65.43115234375,-82.39599609375
2023-12-13,4362.025390625,3984.7134,4173.8706,4209.603,377.31201171875,188.15478515625,152.42236328125
