Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2020-03-27,2039.5992431640625,2317.4392622626997,1894.3645528304974,1894.3645528304974,529032687
2020-03-30,1900.679443359375,1989.0831226241721,1900.679443359375,1989.0831226241721,239264252
2020-03-31,1906.994140625,2020.6560441694246,1875.4213236914438,1957.5104103023125,346502244
2020-04-01,1850.162841796875,1944.8811095879094,1831.2192221552887,1900.679273896507,298923123
2020-04-02,1812.2755126953125,1831.2191313980322,1768.0736791946022,1799.64632050477,329876337
2020-04-03,1824.904541015625,1862.7919481227648,1787.01730349158,1850.1627558926866,322467159
2020-04-06,1906.994140625,1913.3085683452098,1837.5340790376779,1862.7922986678975,313615306
2020-04-07,1913.3087158203125,2045.9142519126653,1862.7924422492777,1957.5105611844301,445935822
2020-04-08,1780.7027587890625,1919.6228598322607,1780.7027587890625,1894.364644225943,322246825
2020-04-09,1761.7591552734375,1837.533802771675,1736.5009394406918,1805.9609905849675,292370749
2020-04-13,1749.130126953125,1793.331962133361,1704.928291772889,1761.759150040435,136106890
2020-04-14,1831.2193603515625,1831.2193603515625,1749.130279181987,1761.7593033684157,241711574
2020-04-15,1742.8157958984375,1888.05034663315,1723.8721735924423,1831.219479715165,351010672
2020-04-16,1648.097412109375,1749.1302842245334,1629.1537909835617,1749.1302842245334,404530667
2020-04-17,1787.017578125,1793.3321752104823,1679.6702755874016,1685.9847030897633,442565694
2020-04-20,1755.444580078125,1831.2192284896862,1742.815556801083,1818.590035629541,244213568
2020-04-21,1717.5574951171875,1761.7593349363892,1698.6138737065464,1736.5011165278286,146163154
2020-04-22,1761.7591552734375,1787.0173711061834,1673.3554846503778,1704.9282968370853,197501041
2020-04-23,1768.0738525390625,1818.5901175046358,1761.7592558246993,1787.0174730990414,237791877
2020-04-24,1660.726318359375,1768.0737797518798,1660.726318359375,1768.0737797518798,323088010
2020-04-27,1679.670166015625,1704.928383126737,1648.0973522309575,1692.299189779626,200872709
2020-04-28,1635.46826171875,1698.6137171278258,1622.8390688870732,1692.2991207119874,295130807
2020-04-29,1629.15380859375,1654.412026895566,1616.524614651283,1641.7828329530992,230054013
2020-04-30,1723.8721923828125,1730.186620164888,1648.0975327497551,1654.4121301149587,475289499
2020-05-04,1660.726318359375,1692.2991310483067,1641.7826985792576,1685.9845345938995,220673601
2020-05-05,1660.726318359375,1692.2991310483067,1648.0972950336648,1660.726318359375,203241160
2020-05-06,1654.412109375,1673.3557316500023,1641.7829148029145,1660.7265370779166,190361478
2020-05-08,1635.46826171875,1679.6700974634134,1629.1536653029116,1667.0409046317366,226345299
2020-05-11,1654.412109375,1667.0411343639596,1641.7829148029145,1660.7265370779166,170062057
2020-05-12,1572.32275390625,1660.7264319839915,1559.693729716479,1654.4120046806638,405546974
2020-05-13,1559.6937255859375,1591.2665403514231,1540.750104559892,1553.3791287162173,372457853
2020-05-14,1483.9189453125,1566.00818886687,1471.2899222334975,1540.7499731257637,517300545
2020-05-15,1414.4591064453125,1515.491893706295,1395.5154005396823,1502.8626999081696,654135428
2020-05-18,1370.2572021484375,1433.4027441780624,1363.942605549698,1420.7735509805837,501017513
2020-05-19,1496.54833984375,1528.120986591636,1420.7736823992016,1420.7736823992016,584451204
2020-05-20,1566.0081787109375,1578.637201708038,1464.9753164017354,1490.233531979036,433842983
2020-05-26,1591.266357421875,1610.209976270191,1559.6935462859515,1610.209976270191,444514707
2020-05-27,1660.726318359375,1660.726318359375,1591.2664356933126,1603.8954590190228,476102523
2020-05-28,1723.8721923828125,1755.4448400425736,1667.0411552622375,1667.0411552622375,498739044
2020-05-29,1862.7923583984375,1862.7923583984373,1704.9286078350003,1704.9286078350003,959884609
2020-06-02,2008.026611328125,2077.486664674625,1862.7920776640658,1862.7920776640658,514215761
2020-06-03,1957.51025390625,2071.1721483696124,1900.6793914661255,2020.655882728317,481917223
2020-06-04,1932.2520751953125,2020.6559234093834,1913.3084540005532,1970.1394871679477,275162272
2020-06-05,1963.824951171875,1976.4541454156272,1869.1066726762203,1938.5667322674922,294137820
2020-06-08,2083.80126953125,2128.0031064203076,2001.712022749352,2008.0266193286766,422772612
2020-06-09,2026.970703125,2121.6889951479366,2026.970703125,2115.374397124235,279951975
2020-06-10,1913.3087158203125,2008.0270043386045,1894.365092033282,2008.0270043386045,487562851
2020-06-11,1875.4212646484375,1976.4541399885452,1831.2194240829206,1976.4541399885452,409589324
2020-06-12,1913.3087158203125,1919.6233136103692,1768.0741537309857,1831.2196228821338,519350210
2020-06-15,1831.2193603515625,1925.9376352906825,1824.9047634667904,1919.6230384059104,253847754
2020-06-16,1976.4539794921875,1989.0830030926104,1869.1065157646071,1875.4211123563725,372556634
2020-06-17,1957.51025390625,2020.655882728317,1944.8812298917046,2020.655882728317,240003025
2020-06-18,1925.9373779296875,1970.1392110502168,1919.6227818887282,1925.9373779296875,144039347
2020-06-19,1957.51025390625,1963.8248507050794,1932.2520362940459,1944.8812298917046,183669732
2020-06-22,1932.2520751953125,1963.824890241989,1913.3084540005532,1957.5102933160304,104916512
2020-06-23,1900.679443359375,1932.2520890493065,1881.7358220287922,1906.9940403306084,188566907
2020-06-24,1970.139404296875,1982.768428034454,1900.679349782417,1925.9375668406844,339338591
2020-06-25,1932.2520751953125,1963.824890241989,1919.6230509265117,1957.5102933160304,174033235
2020-06-26,1913.3087158203125,1970.1397567645436,1906.9942876133955,1957.5105611844301,162039618
2020-06-29,1919.6229248046875,1932.2519482437444,1881.735684904412,1919.6229248046875,130693147
2020-06-30,1913.3087158203125,1963.8251589744868,1913.3087158203125,1938.5669373973997,147418716
2020-07-01,1932.2520751953125,1938.566672121271,1913.3084540005532,1919.6230509265117,111421694
2020-07-02,1932.2520751953125,1951.1958659731883,1919.6230509265117,1951.1958659731883,186436280
2020-07-03,1925.9373779296875,1951.1955925104317,1919.6227818887282,1932.251804387554,54421019
2020-07-06,1919.6229248046875,1957.5101647049632,1913.3083282936066,1938.5665447548254,148148028
2020-07-07,1913.3087158203125,1944.8815351874564,1913.3087158203125,1938.5669373973997,228112810
2020-07-08,2014.341064453125,2020.6556605576657,1913.308205112849,1919.62280121739,373640813
2020-07-09,1982.7686767578125,2039.5997146637162,1982.7686767578125,2014.3414944369956,211404181
2020-07-10,1963.824951171875,1989.0831700762576,1957.5103540499988,1976.4541454156272,117829855
2020-07-13,1995.3975830078125,2008.0266065026885,1925.9375298282303,1976.4539629739459,105451891
2020-07-14,2001.7120361328125,2052.228469938948,1976.453988812853,1995.3976090943768,232365483
