Date,Actual_Close,Pred_LSTM,Pred_XGBoost,Pred_Hybrid,Error_LSTM,Error_XGBoost,Error_Hybrid
2023-10-04,4067.2939453125,3849.9854,4141.005,4127.2437,217.30859375,-73.7109375,-59.94970703125
2023-10-05,4067.2939453125,3844.7766,4134.5254,4135.6484,222.517333984375,-67.2314453125,-68.3544921875
2023-10-06,4027.99658203125,3839.8655,4136.654,4127.523,188.131103515625,-108.6572265625,-99.5263671875
2023-10-09,4067.2939453125,3834.9812,4104.0903,4103.8335,232.312744140625,-36.79638671875,-36.53955078125
2023-10-10,4126.240234375,3828.6543,4109.4834,4103.6904,297.5859375,16.7568359375,22.5498046875
2023-10-11,4165.53759765625,3823.3157,4109.6655,4104.6055,342.221923828125,55.8720703125,60.93212890625
2023-10-12,4145.888671875,3820.0547,4149.659,4146.7993,325.833984375,-3.7705078125,-0.91064453125
2023-10-13,4126.240234375,3818.7832,4150.414,4141.8613,307.45703125,-24.173828125,-15.62109375
2023-10-16,4047.6455078125,3820.3296,4145.053,4136.7026,227.31591796875,-97.40771484375,-89.05712890625
2023-10-17,4047.6455078125,3822.8474,4106.0483,4099.664,224.798095703125,-58.40283203125,-52.0185546875
2023-10-18,3929.75244140625,3823.4543,4107.165,4100.137,106.298095703125,-177.41259765625,-170.384765625
2023-10-19,3969.05078125,3823.379,4061.2156,4083.3481,145.671875,-92.164794921875,-114.29736328125
2023-10-20,3929.75244140625,3819.8413,4069.671,4081.6477,109.9111328125,-139.91845703125,-151.895263671875
2023-10-23,4008.34765625,3813.9524,4075.4312,4083.267,194.395263671875,-67.08349609375,-74.91943359375
2023-10-24,4067.2939453125,3808.7012,4096.384,4086.7168,258.5927734375,-29.08984375,-19.4228515625
2023-10-25,3866.87646484375,3802.6963,4120.838,4111.9463,64.18017578125,-253.96142578125,-245.06982421875
2023-10-26,3929.75244140625,3798.875,4048.1187,4074.7305,130.87744140625,-118.3662109375,-144.97802734375
2023-10-27,3929.75244140625,3792.1692,4075.8438,4091.2112,137.583251953125,-146.09130859375,-161.458740234375
2023-10-30,3898.314697265625,3785.865,4084.7454,4097.841,112.44970703125,-186.4306640625,-199.526123046875
2023-10-31,3796.141357421875,3780.3816,4055.555,4084.8708,15.759765625,-259.41357421875,-288.7294921875
2023-11-01,3929.75244140625,3775.157,3936.299,4014.8533,154.595458984375,-6.546630859375,-85.100830078125
2023-11-02,4008.34765625,3767.8418,4026.314,4040.6768,240.505859375,-17.96630859375,-32.3291015625
2023-11-03,4086.942626953125,3759.4937,4030.807,4056.3796,327.448974609375,56.1357421875,30.56298828125
2023-11-06,4126.240234375,3755.7456,4012.3804,4036.0022,370.49462890625,113.85986328125,90.238037109375
2023-11-07,4106.59130859375,3754.9385,4059.1235,4091.9443,351.65283203125,47.4677734375,14.64697265625
2023-11-08,4086.942626953125,3757.2908,4057.8472,4075.2014,329.65185546875,29.095458984375,11.7412109375
2023-11-09,3988.69921875,3762.2803,4090.1099,4102.449,226.4189453125,-101.41064453125,-113.75
2023-11-10,3949.40087890625,3769.4463,4020.718,4076.99,179.95458984375,-71.317138671875,-127.589111328125
2023-11-13,3988.69921875,3775.8384,4024.4343,4069.9995,212.86083984375,-35.735107421875,-81.30029296875
2023-11-14,4126.240234375,3781.4512,4035.22,4080.412,344.7890625,91.020263671875,45.828125
2023-11-15,4126.240234375,3785.7134,4118.1523,4119.299,340.52685546875,8.087890625,6.94140625
2023-11-16,4106.59130859375,3789.3923,4109.145,4119.8403,317.198974609375,-2.5537109375,-13.2490234375
2023-11-17,4126.240234375,3795.507,4082.137,4092.7139,330.733154296875,44.103271484375,33.5263671875
2023-11-20,4086.942626953125,3801.846,4143.277,4132.9814,285.0966796875,-56.334228515625,-46.038818359375
2023-11-21,4145.888671875,3808.1716,4151.3267,4144.5547,337.717041015625,-5.43798828125,1.333984375
2023-11-22,4204.8359375,3814.1086,4110.9126,4109.4897,390.727294921875,93.92333984375,95.34619140625
2023-11-23,4244.1328125,3819.9797,4191.5303,4191.087,424.153076171875,52.6025390625,53.0458984375
2023-11-24,4204.8359375,3825.95,4232.2954,4235.831,378.885986328125,-27.45947265625,-30.9951171875
2023-11-27,4204.8359375,3834.177,4202.913,4205.7324,370.658935546875,1.9228515625,-0.896484375
2023-11-28,4165.53759765625,3843.171,4225.9263,4216.6636,322.36669921875,-60.388671875,-51.1259765625
2023-11-29,4145.888671875,3850.7273,4174.0566,4174.063,295.161376953125,-28.16796875,-28.17431640625
2023-11-30,4204.8359375,3858.7932,4178.8223,4170.375,346.042724609375,26.013671875,34.4609375
2023-12-01,4322.72802734375,3864.8584,4169.4263,4168.3633,457.86962890625,153.3017578125,154.36474609375
2023-12-04,4283.4306640625,3871.948,4361.8877,4348.674,411.482666015625,-78.45703125,-65.2431640625
2023-12-05,4263.7822265625,3878.3352,4329.217,4292.1753,385.447021484375,-65.4345703125,-28.39306640625
2023-12-06,4303.0791015625,3886.7114,4322.946,4295.1655,416.36767578125,-19.86669921875,7.91357421875
2023-12-07,4224.484375,3893.7942,4310.2183,4289.405,330.690185546875,-85.73388671875,-64.92041015625
2023-12-08,4165.53759765625,3900.3108,4273.806,4277.052,265.226806640625,-108.2685546875,-111.51416015625
2023-12-11,4185.18701171875,3906.0928,4204.9575,4210.36,279.09423828125,-19.7705078125,-25.1728515625
2023-12-12,4165.53759765625,3910.288,4229.6494,4248.495,255.24951171875,-64.11181640625,-82.95751953125
2023-12-13,4362.025390625,3913.2625,4154.6953,4188.317,448.762939453125,207.330078125,173.70849609375
2023-12-14,4362.025390625,3915.9614,4350.8345,4355.9414,446.06396484375,11.19091796875,6.083984375
2023-12-15,4322.72802734375,3916.8708,4421.755,4411.78,405.857177734375,-99.02685546875,-89.0517578125
