Date,Actual_Close,Pred_LSTM,Pred_XGBoost,Pred_Hybrid,Error_LSTM,Error_XGBoost,Error_Hybrid
2023-10-04,4067.2939453125,3794.88,4130.223,4118.9395,272.4140625,-62.92919921875,-51.6455078125
2023-10-05,4067.2939453125,3790.4297,4095.4521,4105.2534,276.8642578125,-28.158203125,-37.95947265625
2023-10-06,4027.99658203125,3783.0894,4071.2058,4099.857,244.9072265625,-43.209228515625,-71.8603515625
2023-10-09,4067.2939453125,3775.6667,4069.0012,4102.441,291.627197265625,-1.707275390625,-35.14697265625
2023-10-10,4126.23974609375,3764.8013,4075.0735,4105.5786,361.4384765625,51.166259765625,20.6611328125
2023-10-11,4165.5380859375,3756.3472,4084.7039,4110.0356,409.19091796875,80.834228515625,55.50244140625
2023-10-12,4145.88916015625,3754.863,4190.5576,4190.3574,391.026123046875,-44.66845703125,-44.46826171875
2023-10-13,4126.23974609375,3762.6694,4123.719,4131.5435,363.5703125,2.5205078125,-5.3037109375
2023-10-16,4047.64599609375,3771.2456,4129.8843,4124.9585,276.400390625,-82.23828125,-77.3125
2023-10-17,4047.64599609375,3780.5103,4088.272,4106.2656,267.1357421875,-40.6259765625,-58.61962890625
2023-10-18,3929.75244140625,3779.1172,4072.1826,4102.9307,150.63525390625,-142.43017578125,-173.17822265625
2023-10-19,3969.05029296875,3772.974,4068.0718,4078.1726,196.076171875,-99.021484375,-109.122314453125
2023-10-20,3929.75244140625,3756.9695,4065.2249,4085.7837,172.782958984375,-135.472412109375,-156.03125
2023-10-23,4008.34765625,3739.607,4049.021,4074.837,268.74072265625,-40.67333984375,-66.4892578125
2023-10-24,4067.2939453125,3725.6394,4056.7368,4101.2144,341.654541015625,10.55712890625,-33.92041015625
2023-10-25,3866.876708984375,3716.739,4051.4358,4115.14,150.1376953125,-184.55908203125,-248.263427734375
2023-10-26,3929.75244140625,3718.0142,4028.6855,4059.2197,211.73828125,-98.93310546875,-129.46728515625
2023-10-27,3929.75244140625,3709.2458,4062.8704,4087.8118,220.506591796875,-133.117919921875,-158.059326171875
2023-10-30,3898.314697265625,3702.2727,3989.5234,4087.6504,196.0419921875,-91.208740234375,-189.335693359375
2023-10-31,3796.141357421875,3698.3733,3993.345,4095.1,97.76806640625,-197.20361328125,-298.958740234375
2023-11-01,3929.75244140625,3695.0264,3893.7524,4002.4653,234.72607421875,36.0,-72.712890625
2023-11-02,4008.34765625,3683.133,4031.0032,4030.3245,325.214599609375,-22.655517578125,-21.976806640625
2023-11-03,4086.943115234375,3676.2192,4043.9238,4069.363,410.723876953125,43.019287109375,17.580078125
2023-11-06,4126.23974609375,3678.189,3999.4893,4041.1924,448.05078125,126.75048828125,85.04736328125
2023-11-07,4106.5908203125,3688.445,4011.7446,4023.6936,418.145751953125,94.84619140625,82.897216796875
2023-11-08,4086.943115234375,3705.186,4045.8257,4057.8967,381.757080078125,41.117431640625,29.04638671875
2023-11-09,3988.69970703125,3721.1755,4100.0977,4074.04,267.524169921875,-111.39794921875,-85.34033203125
2023-11-10,3949.40185546875,3737.3262,4057.1436,4058.165,212.07568359375,-107.74169921875,-108.76318359375
2023-11-13,3988.69970703125,3743.686,4062.547,4046.3367,245.013671875,-73.847412109375,-57.636962890625
2023-11-14,4126.23974609375,3745.2666,4044.5867,4064.8418,380.97314453125,81.653076171875,61.39794921875
2023-11-15,4126.23974609375,3746.8887,4089.9338,4089.308,379.35107421875,36.305908203125,36.931640625
2023-11-16,4106.5908203125,3753.8872,4078.5793,4085.023,352.70361328125,28.011474609375,21.56787109375
2023-11-17,4126.23974609375,3765.0007,4069.6462,4072.8618,361.239013671875,56.593505859375,53.3779296875
2023-11-20,4086.943115234375,3772.854,4099.8955,4123.4004,314.089111328125,-12.952392578125,-36.457275390625
2023-11-21,4145.88916015625,3779.8647,4155.2085,4149.868,366.0244140625,-9.3193359375,-3.97900390625
2023-11-22,4204.83544921875,3785.5623,4108.38,4128.641,419.273193359375,96.45556640625,76.1943359375
2023-11-23,4244.1328125,3790.395,4213.229,4210.179,453.73779296875,30.90380859375,33.95361328125
2023-11-24,4204.83544921875,3802.353,4252.2314,4237.3457,402.482421875,-47.39599609375,-32.51025390625
2023-11-27,4204.83544921875,3820.495,4217.872,4225.266,384.34033203125,-13.03662109375,-20.4306640625
2023-11-28,4165.5380859375,3836.9631,4235.955,4241.8247,328.574951171875,-70.4169921875,-76.28662109375
2023-11-29,4145.88916015625,3846.9734,4228.0557,4235.7324,298.915771484375,-82.16650390625,-89.84326171875
2023-11-30,4204.83544921875,3855.5322,4160.6943,4176.1147,349.30322265625,44.14111328125,28.720703125
2023-12-01,4322.72802734375,3860.2769,4166.1973,4175.241,462.451171875,156.53076171875,147.48681640625
2023-12-04,4283.4306640625,3864.8162,4362.5386,4359.9116,418.614501953125,-79.10791015625,-76.48095703125
2023-12-05,4263.78125,3875.3613,4331.4795,4330.885,388.419921875,-67.6982421875,-67.103515625
2023-12-06,4303.0791015625,3885.5479,4299.479,4301.0303,417.53125,3.60009765625,2.048828125
2023-12-07,4224.484375,3894.0637,4312.437,4307.055,330.420654296875,-87.95263671875,-82.57080078125
2023-12-08,4165.5380859375,3901.329,4260.935,4263.0347,264.208984375,-95.39697265625,-97.49658203125
2023-12-11,4185.18701171875,3904.879,4241.1357,4245.9326,280.30810546875,-55.94873046875,-60.74560546875
2023-12-12,4165.5380859375,3902.929,4236.6924,4236.4976,262.609130859375,-71.154296875,-70.95947265625
2023-12-13,4362.025390625,3902.7585,4160.2866,4162.422,459.266845703125,201.73876953125,199.603515625
2023-12-14,4362.025390625,3899.0535,4357.4277,4344.696,462.971923828125,4.59765625,17.32958984375
2023-12-15,4322.72802734375,3902.8284,4404.126,4407.1543,419.899658203125,-81.39794921875,-84.42626953125
2023-12-18,4362.025390625,3912.7317,4384.0454,4388.5225,449.293701171875,-22.02001953125,-26.4970703125
2023-12-19,4362.025390625,3923.3684,4383.9067,4385.6255,438.656982421875,-21.88134765625,-23.60009765625
2023-12-20,4381.67431640625,3929.0076,4409.4478,4413.693,452.666748046875,-27.7734375,-32.0185546875
2023-12-21,4460.26953125,3941.007,4395.6426,4397.88,519.262451171875,64.626953125,62.3896484375
