Date,Actual_Close,Pred_LSTM,Pred_XGBoost,Pred_Hybrid,Error_LSTM,Error_XGBoost,Error_Hybrid
2023-10-04,4067.29443359375,3759.596,4137.49,4131.8203,307.698486328125,-70.19580078125,-64.52587890625
2023-10-05,4067.29443359375,3757.8398,4148.8335,4139.0283,309.45458984375,-81.5390625,-71.73388671875
2023-10-06,4027.997314453125,3749.9448,4136.516,4134.296,278.052490234375,-108.518798828125,-106.298583984375
2023-10-09,4067.29443359375,3741.8909,4110.555,4103.7134,325.403564453125,-43.2607421875,-36.4189453125
2023-10-10,4126.24072265625,3729.0076,4113.938,4098.54,397.233154296875,12.302734375,27.70068359375
2023-10-11,4165.53759765625,3720.0725,4096.285,4102.102,445.465087890625,69.25244140625,63.435546875
2023-10-12,4145.88916015625,3721.3438,4164.203,4147.254,424.54541015625,-18.31396484375,-1.36474609375
2023-10-13,4126.24072265625,3733.015,4145.58,4142.5366,393.225830078125,-19.33935546875,-16.2958984375
2023-10-16,4047.6455078125,3746.3552,4166.726,4146.14,301.290283203125,-119.08056640625,-98.49462890625
2023-10-17,4047.6455078125,3758.3433,4112.025,4100.6494,289.30224609375,-64.37939453125,-53.00390625
2023-10-18,3929.752685546875,3756.2307,4111.92,4101.3228,173.52197265625,-182.167236328125,-171.570068359375
2023-10-19,3969.05029296875,3748.4023,4104.275,4075.0447,220.64794921875,-135.224609375,-105.994384765625
2023-10-20,3929.752685546875,3725.8184,4100.6045,4078.4011,203.934326171875,-170.851806640625,-148.6484375
2023-10-23,4008.34765625,3704.1685,4037.982,4072.08,304.17919921875,-29.63427734375,-63.732421875
2023-10-24,4067.29443359375,3685.7715,4082.6685,4070.7383,381.52294921875,-15.3740234375,-3.44384765625
2023-10-25,3866.877197265625,3676.5747,4098.065,4087.9644,190.302490234375,-231.187744140625,-221.087158203125
2023-10-26,3929.752685546875,3680.6921,4053.1445,4038.5198,249.060546875,-123.391845703125,-108.76708984375
2023-10-27,3929.752685546875,3667.9265,4049.0745,4067.901,261.826171875,-119.32177734375,-138.148193359375
2023-10-30,3898.314697265625,3661.038,4041.5603,4078.3762,237.276611328125,-143.24560546875,-180.0615234375
2023-10-31,3796.14111328125,3659.1736,4050.4543,4079.3743,136.967529296875,-254.313232421875,-283.233154296875
2023-11-01,3929.752685546875,3656.791,3917.9148,3961.4126,272.961669921875,11.837890625,-31.659912109375
2023-11-02,4008.34765625,3642.0186,4012.6848,4062.4504,366.3291015625,-4.337158203125,-54.102783203125
2023-11-03,4086.943115234375,3636.451,4060.5688,4066.75,450.4921875,26.374267578125,20.193115234375
2023-11-06,4126.24072265625,3642.1038,4037.479,4050.9973,484.136962890625,88.76171875,75.243408203125
2023-11-07,4106.59130859375,3659.343,4066.5989,4076.081,447.248291015625,39.992431640625,30.51025390625
2023-11-08,4086.943115234375,3683.2437,4062.1577,4067.4487,403.699462890625,24.785400390625,19.494384765625
2023-11-09,3988.698974609375,3706.893,4104.765,4118.4204,281.805908203125,-116.066162109375,-129.721435546875
2023-11-10,3949.4013671875,3726.7563,4073.922,4090.9263,222.64501953125,-124.520751953125,-141.52490234375
2023-11-13,3988.698974609375,3731.561,4075.9016,4083.8074,257.137939453125,-87.20263671875,-95.1083984375
2023-11-14,4126.24072265625,3727.4353,4072.3848,4090.725,398.805419921875,53.85595703125,35.515625
2023-11-15,4126.24072265625,3724.0942,4115.8833,4135.3257,402.146484375,10.357421875,-9.0849609375
2023-11-16,4106.59130859375,3729.8982,4106.3784,4122.3296,376.693115234375,0.212890625,-15.73828125
2023-11-17,4126.24072265625,3742.0664,4077.7004,4082.3506,384.17431640625,48.540283203125,43.89013671875
2023-11-20,4086.943115234375,3753.6816,4123.2793,4137.9165,333.261474609375,-36.336181640625,-50.973388671875
2023-11-21,4145.88916015625,3764.7078,4153.621,4162.35,381.181396484375,-7.73193359375,-16.4609375
2023-11-22,4204.83544921875,3771.4448,4102.934,4122.7627,433.390625,101.9013671875,82.07275390625
2023-11-23,4244.13330078125,3777.274,4162.654,4158.9727,466.859375,81.4794921875,85.16064453125
2023-11-24,4204.83544921875,3790.561,4235.423,4192.8647,414.2744140625,-30.58740234375,11.970703125
2023-11-27,4204.83544921875,3811.4348,4207.598,4198.7305,393.400634765625,-2.7626953125,6.10498046875
